2022-02-15 04:29:15.972 ERROR 2010 --- [XNIO-1 task-27] l.server.io.HandshakeInterceptorImpl     : Authentication failed from /8.26.182.130:50256
2022-02-15 04:29:18.408 ERROR 2010 --- [XNIO-1 task-20] l.server.io.HandshakeInterceptorImpl     : Authentication failed from /209.141.51.222:18006
2022-02-15 15:05:43.648  INFO 2010 --- [XNIO-1 task-22] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39024
2022-02-15 15:05:43.650  INFO 2010 --- [XNIO-1 task-22] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:08:39.613  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39024 -- CloseStatus[code=1006, reason=]
2022-02-15 15:08:39.613  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:08:39.617  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39000 -- CloseStatus[code=1006, reason=]
2022-02-15 15:08:39.617  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:08:41.877  INFO 2010 --- [XNIO-1 task-18] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39090
2022-02-15 15:08:41.879  INFO 2010 --- [XNIO-1 task-18] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:08:42.150  INFO 2010 --- [XNIO-1 task-21] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39098
2022-02-15 15:08:42.152  INFO 2010 --- [XNIO-1 task-21] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:10:32.073  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39098 -- CloseStatus[code=1006, reason=]
2022-02-15 15:10:32.073  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:10:40.132  INFO 2010 --- [XNIO-1 task-27] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39156
2022-02-15 15:10:40.135  INFO 2010 --- [XNIO-1 task-27] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:14:08.269  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39156 -- CloseStatus[code=1006, reason=]
2022-02-15 15:14:08.269  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:14:10.161  INFO 2010 --- [XNIO-1 task-25] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39206
2022-02-15 15:14:10.163  INFO 2010 --- [XNIO-1 task-25] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:15:33.276  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39206 -- CloseStatus[code=1006, reason=]
2022-02-15 15:15:33.276  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:15:35.306  INFO 2010 --- [XNIO-1 task-20] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39256
2022-02-15 15:15:35.308  INFO 2010 --- [XNIO-1 task-20] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:25:05.633  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39256 -- CloseStatus[code=1006, reason=]
2022-02-15 15:25:05.633  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:25:07.672  INFO 2010 --- [XNIO-1 task-28] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39330
2022-02-15 15:25:07.674  INFO 2010 --- [XNIO-1 task-28] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:33:44.775  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39330 -- CloseStatus[code=1006, reason=]
2022-02-15 15:33:44.776  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:33:46.695  INFO 2010 --- [XNIO-1 task-26] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39402
2022-02-15 15:33:46.696  INFO 2010 --- [XNIO-1 task-26] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:43:47.359  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39402 -- CloseStatus[code=1006, reason=]
2022-02-15 15:43:47.360  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:43:49.233  INFO 2010 --- [XNIO-1 task-29] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39464
2022-02-15 15:43:49.235  INFO 2010 --- [XNIO-1 task-29] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:45:14.021  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39464 -- CloseStatus[code=1006, reason=]
2022-02-15 15:45:14.021  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:45:16.020  INFO 2010 --- [XNIO-1 task-31] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39516
2022-02-15 15:45:16.022  INFO 2010 --- [XNIO-1 task-31] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:47:19.803  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39516 -- CloseStatus[code=1006, reason=]
2022-02-15 15:47:19.804  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:47:21.665  INFO 2010 --- [XNIO-1 task-1] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39586
2022-02-15 15:47:21.668  INFO 2010 --- [XNIO-1 task-1] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:48:44.316  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39586 -- CloseStatus[code=1006, reason=]
2022-02-15 15:48:44.316  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:48:46.258  INFO 2010 --- [XNIO-1 task-3] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39636
2022-02-15 15:48:46.265  INFO 2010 --- [XNIO-1 task-3] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:51:13.301  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39636 -- CloseStatus[code=1006, reason=]
2022-02-15 15:51:13.301  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:51:15.407  INFO 2010 --- [XNIO-1 task-30] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39690
2022-02-15 15:51:15.409  INFO 2010 --- [XNIO-1 task-30] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:53:33.889  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39690 -- CloseStatus[code=1006, reason=]
2022-02-15 15:53:33.889  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:53:36.237  INFO 2010 --- [XNIO-1 task-32] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39740
2022-02-15 15:53:36.239  INFO 2010 --- [XNIO-1 task-32] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 15:58:57.014  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39740 -- CloseStatus[code=1006, reason=]
2022-02-15 15:58:57.014  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 15:58:58.987  INFO 2010 --- [XNIO-1 task-4] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39794
2022-02-15 15:58:58.997  INFO 2010 --- [XNIO-1 task-4] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 16:19:36.495  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39794 -- CloseStatus[code=1006, reason=]
2022-02-15 16:19:36.495  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 16:19:38.557  INFO 2010 --- [XNIO-1 task-5] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39872
2022-02-15 16:19:38.559  INFO 2010 --- [XNIO-1 task-5] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 16:23:16.002  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39872 -- CloseStatus[code=1006, reason=]
2022-02-15 16:23:16.002  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 16:23:17.993  INFO 2010 --- [XNIO-1 task-6] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:39922
2022-02-15 16:23:18.013  INFO 2010 --- [XNIO-1 task-6] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 16:59:50.438  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:39922 -- CloseStatus[code=1006, reason=]
2022-02-15 16:59:50.438  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 16:59:52.409  INFO 2010 --- [XNIO-1 task-2] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:40044
2022-02-15 16:59:52.412  INFO 2010 --- [XNIO-1 task-2] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 17:07:41.711  INFO 2010 --- [XNIO-1 task-7] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:roses"
2022-02-15 17:07:42.347  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: roses
2022-02-15 17:07:42.354  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"volume","guildId":"689769817766363197","volume":100}
2022-02-15 17:07:42.355  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAmwIAOFNBSU50IEpITiAtIFJvc2VzIChJbWFuYmVrIFJlbWl4KSAoT2ZmaWNpYWwgTXVzaWMgVmlkZW8pAAlTQUlOdCBKSE4AAAAAAAK3UAALMnpUb0VQcEZFTjgAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj0yelRvRVBwRkVOOAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:07:42.575  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"sessionId":"b1e3c0f66bbb50387a4e1e7cd3e17403","op":"voiceUpdate","guildId":"689769817766363197","event":{"token":"0ba5e0b5de2f2f2a","guild_id":"689769817766363197","endpoint":"milan6261.discord.media:443"}}
2022-02-15 17:08:01.096  INFO 2010 --- [XNIO-1 task-8] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:riptide"
2022-02-15 17:08:01.716  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: riptide
2022-02-15 17:08:07.244  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"689769817766363197"}
2022-02-15 17:08:07.246  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAfQIAHFZhbmNlIEpveSAtIFJpcHRpZGUgKEx5cmljcykABzdjbG91ZHMAAAAAAAMJWAALbFlvV3VhdzVuU2sAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1sWW9XdWF3NW5TawAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:11:25.525  INFO 2010 --- [XNIO-1 task-11] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:kuru - clone"
2022-02-15 17:11:26.025  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: kuru - clone
2022-02-15 17:11:26.029  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAawIABWNsb25lAAxrdXJ1IC0gVG9waWMAAAAAAAJVqAALWGkzSEh5Q1lJZjAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1YaTNISHlDWUlmMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:12:12.813  INFO 2010 --- [XNIO-1 task-13] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:flower"
2022-02-15 17:12:13.247  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: flower
2022-02-15 17:12:14.083  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"689769817766363197"}
2022-02-15 17:12:26.554  INFO 2010 --- [XNIO-1 task-15] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:i ty to make yyou right noizz"
2022-02-15 17:12:27.246  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: i ty to make yyou right noizz
2022-02-15 17:12:27.249  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAeAIAGGkgdHJpZWQgdG8gbWFrZSBpdCByaWdodAAGTk9JWlouAAAAAAABhqAAC3FFOUhkV2JYTzdZAAEAK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9cUU5SGRXYlhPN1kAB3lvdXR1YmUAAAAAAAAAAA=="}
2022-02-15 17:12:50.263  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"689769817766363197"}
2022-02-15 17:13:24.881  INFO 2010 --- [XNIO-1 task-17] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:giovani re"
2022-02-15 17:13:25.426  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: giovani re
2022-02-15 17:13:25.429  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAigIAI1NmZXJhIEViYmFzdGEgLSBHaW92YW5pIFJlIChWaXN1YWwpAA1TZmVyYSBFYmJhc3RhAAAAAAAClCgACzh0SVp1WUlQRE5jAAEAK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9OHRJWnVZSVBETmMAB3lvdXR1YmUAAAAAAAAAAA=="}
2022-02-15 17:16:57.724  INFO 2010 --- [XNIO-1 task-24] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:pensando a lei"
2022-02-15 17:16:58.115  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: pensando a lei
2022-02-15 17:16:58.118  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAhgIAJ1NoaXZhIC0gUGVuc2FuZG8gYSBsZWkgKE9mZmljaWFsIFZpZGVvKQAFU0hJVkEAAAAAAALSqAALUGJQXy1YczBEaTgAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1QYlBfLVhzMERpOAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:26:34.174  INFO 2010 --- [XNIO-1 task-22] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:no way tha supreme"
2022-02-15 17:26:34.677  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: no way tha supreme
2022-02-15 17:26:34.681  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAiwIAJnRoYSBTdXByZW1lIC0gbm8gd2F5IChZb3VuZyBNaWxlcyBybXgpAAt5b3VuZyBtaWxlcwAAAAAAAoCgAAtvakJzZDJHRndFSQABACtodHRwczovL3d3dy55b3V0dWJlLmNvbS93YXRjaD92PW9qQnNkMkdGd0VJAAd5b3V0dWJlAAAAAAAAAAA="}
2022-02-15 17:29:02.841  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"sessionId":"b971466154801facd6136f5eb1a32aca","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"aeb9a87b05eb4951","guild_id":"938704039804272660","endpoint":"rotterdam3338.discord.media:443"}}
2022-02-15 17:29:02.844  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"sessionId":"a4c7c3d4bd8d68046f6fcf6e84e63658","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"e4ecf9a8f77eb15f","guild_id":"938704039804272660","endpoint":"rotterdam3338.discord.media:443"}}
2022-02-15 17:29:02.845  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"sessionId":"29b3870befaa20e3abca4944f56fc536","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"a9fecc9cf61a0efa","guild_id":"938704039804272660","endpoint":"rotterdam3338.discord.media:443"}}
2022-02-15 17:29:02.873  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"sessionId":"56858e1310f46583a72aa9ef4dff91a3","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"3c9bf2b24d3dadfd","guild_id":"938704039804272660","endpoint":"rotterdam3338.discord.media:443"}}
2022-02-15 17:29:12.617  INFO 2010 --- [XNIO-1 task-21] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:12.618  INFO 2010 --- [XNIO-1 task-21] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:12.620  INFO 2010 --- [XNIO-1 task-25] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:12.640  INFO 2010 --- [XNIO-1 task-20] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:13.056  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:13.062  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:13.068  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-153] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:13.070  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:13.075  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:13.078  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:13.491  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:13.496  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:18.778  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:18.781  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:18.790  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:18.793  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:20.842  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"sessionId":"140792ac450d2dbea5e47f78e0cf3eaf","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"09bf49f06bb95b0b","guild_id":"938704039804272660","endpoint":"rotterdam8905.discord.media:443"}}
2022-02-15 17:29:20.860  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"sessionId":"6b83d499c2bcee54aa5bed41ef805e31","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"f594fbfde14c3965","guild_id":"938704039804272660","endpoint":"rotterdam8905.discord.media:443"}}
2022-02-15 17:29:20.864  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"sessionId":"9597f9313a5514ce9aa858b3011b7254","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"df0c14c56d55972a","guild_id":"938704039804272660","endpoint":"rotterdam8905.discord.media:443"}}
2022-02-15 17:29:26.668  INFO 2010 --- [XNIO-1 task-1] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:26.670  INFO 2010 --- [XNIO-1 task-3] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:26.673  INFO 2010 --- [XNIO-1 task-30] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:27.068  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:27.073  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:27.081  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-153] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:27.085  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:27.137  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
